id	source	langauge	query	souce_id	url	signature
1765	leetcode	python	Given a binary tree with the following rules: 1. root.val == 0 2. If treeNode.val == x and treeNode.left != null, then treeNode.left.val == 2 * x + 1 3. If treeNode.	1261	https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/	"def find(self, target):"
1766	leetcode	python	Given an integer n, return the count of all numbers with unique digits, x, where 0 <= x < 10n.	357	https://leetcode.com/problems/count-numbers-with-unique-digits/	"def countNumbersWithUniqueDigits(self, n):"
1767	leetcode	python	You are playing a game involving a circular array of non-zero integers nums.	457	https://leetcode.com/problems/circular-array-loop/	"def circularArrayLoop(self, nums):"
1768	leetcode	python	You are given a string text of words that are placed among some number of spaces.	1592	https://leetcode.com/problems/rearrange-spaces-between-words/	"def reorderSpaces(self, text):"
1769	leetcode	python	Given a m * n matrix of ones and zeros, return how many square submatrices have all ones.	1277	https://leetcode.com/problems/count-square-submatrices-with-all-ones/	"def countSquares(self, matrix):"
1770	leetcode	python	You are given a string allowed consisting of distinct characters and an array of strings words. A string is consistent if all characters in the string appear in the string allowed.	1684	https://leetcode.com/problems/count-the-number-of-consistent-strings/	"def countConsistentStrings(self, allowed, words):"
1771	leetcode	python	Given an array of integers arr. We want to select three indices i, j and k where (0 <= i < j <= k < arr.length).	1442	https://leetcode.com/problems/count-triplets-that-can-form-two-arrays-of-equal-xor/	"def countTriplets(self, arr):"
1772	leetcode	python	Given an array of integers arr, and three integers a, b and c. You need to find the number of good triplets.	1534	https://leetcode.com/problems/count-good-triplets/	"def countGoodTriplets(self, arr, a, b, c):"
1773	leetcode	python	You are given an integer n. Each number from 1 to n is grouped according to the sum of its digits. Return the number of groups that have the largest size.	1399	https://leetcode.com/problems/count-largest-group/	"def countLargestGroup(self, n):"
1774	leetcode	python	There is a special square room with mirrors on each of the four walls.	858	https://leetcode.com/problems/mirror-reflection/	"def mirrorReflection(self, p, q):"
1775	leetcode	python	In English, we have a concept called root, which can be followed by some other word to form another longer word - let's call this word successor.	648	https://leetcode.com/problems/replace-words/	"def replaceWords(self, dictionary, sentence):"
1776	leetcode	python	Given an array, rotate the array to the right by k steps, where k is non-negative.	189	https://leetcode.com/problems/rotate-array/	"def rotate(self, nums, k):"
1777	leetcode	python	You are given a phone number as a string number. number consists of digits, spaces ' ', and/or dashes '-'. You would like to reformat the phone number in a certain manner.	1694	https://leetcode.com/problems/reformat-phone-number/	"def reformatNumber(self, number):"
1778	leetcode	python	Given the head of a sorted linked list, delete all duplicates such that each element appears only once. Return the linked list sorted as well.	83	https://leetcode.com/problems/remove-duplicates-from-sorted-list/	"def deleteDuplicates(self, head):"
1779	leetcode	python	You are given an integer array coins representing coins of different denominations and an integer amount representing a total amount of money.	322	https://leetcode.com/problems/coin-change/	"def coinChange(self, coins, amount):"
1780	leetcode	python	Consider all the leaves of a binary tree, from left to right order, the values of those leaves form a leaf value sequence.	872	https://leetcode.com/problems/leaf-similar-trees/	"def leafSimilar(self, root1, root2):"
1781	leetcode	python	A sentence is a list of words that are separated by a single space with no leading or trailing spaces.	2114	https://leetcode.com/problems/maximum-number-of-words-found-in-sentences/	"def mostWordsFound(self, sentences):"
1782	leetcode	python	Given a string s and a string array dictionary, return the longest string in the dictionary that can be formed by deleting some of the given string characters.	524	https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/	"def findLongestWord(self, s, dictionary):"
1783	leetcode	python	You are given two integer arrays of equal length target and arr. In one step, you can select any non-empty sub-array of arr and reverse it.	1460	https://leetcode.com/problems/make-two-arrays-equal-by-reversing-sub-arrays/	"def canBeEqual(self, target, arr):"
1784	leetcode	python	There is a directed graph of n nodes with each node labeled from 0 to n - 1.	802	https://leetcode.com/problems/find-eventual-safe-states/	"def eventualSafeNodes(self, graph):"
1785	leetcode	python	You are given an integer array score of size n, where score[i] is the score of the ith athlete in a competition. All the scores are guaranteed to be unique.	506	https://leetcode.com/problems/relative-ranks/	"def findRelativeRanks(self, score):"
1786	leetcode	python	ou have n dice and each die has k faces numbered from 1 to k.	1157	https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/	"def numRollsToTarget(self, n, k, target):"
1787	leetcode	python	Given an array arr of 4 digits, find the latest 24-hour time that can be made using each digit exactly once.	949	https://leetcode.com/problems/largest-time-for-given-digits/	"def largestTimeFromDigits(self, arr):"
1788	leetcode	python	An image is represented by an m x n integer grid image where image[i][j] represents the pixel value of the image. You are also given three integers sr, sc, and color.	733	https://leetcode.com/problems/flood-fill/	"def floodFill(self, image, sr, sc, color):"
1789	leetcode	python	A binary string is monotone increasing if it consists of some number of 0's (possibly none), followed by some number of 1's (also possibly none). You are given a binary string s.	926	https://leetcode.com/problems/flip-string-to-monotone-increasing/	"def minFlipsMonoIncr(self, s):"
1790	leetcode	python	Given an m x n matrix, return all elements of the matrix in spiral order.	54	https://leetcode.com/problems/spiral-matrix/	"def spiralOrder(self, matrix):"
1791	leetcode	python	You are given a string of digits num, such as "123456579". We can split it into a Fibonacci-like sequence [123, 456, 579].	842	https://leetcode.com/problems/split-array-into-fibonacci-sequence/	"def splitIntoFibonacci(self, num):"
1792	leetcode	python	Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number.	167	https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/	"def twoSum(self, numbers, target):"
1793	leetcode	python	There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle.	1518	https://leetcode.com/problems/water-bottles/	"def numWaterBottles(self, numBottles, numExchange):"
1794	leetcode	python	Given a string s consisting of only the characters 'a' and 'b', return true if every 'a' appears before every 'b' in the string. Otherwise, return false.	2124	https://leetcode.com/problems/check-if-all-as-appears-before-all-bs/	"def checkString(self, s):"
1795	leetcode	python	At a lemonade stand, each lemonade costs $5. Customers are standing in a queue to buy from you and order one at a time (in the order specified by bills).	860	https://leetcode.com/problems/lemonade-change/	"def lemonadeChange(self, bills):"
1796	leetcode	python	Given an integer array nums sorted in non-decreasing order, return an array of the squares of each number sorted in non-decreasing order.	977	https://leetcode.com/problems/squares-of-a-sorted-array/	"def sortedSquares(self, nums):"
1797	leetcode	python	You are given an integer array nums and an integer k. In one operation, you can choose any index i where 0 <= i < nums.	908	https://leetcode.com/problems/smallest-range-i/	"def smallestRangeI(self, nums, k):"
1798	leetcode	python	The Tribonacci sequence Tn is defined as follows: T0 = 0, T1 = 1, T2 = 1, and Tn+3 = Tn + Tn+1 + Tn+2 for n >= 0.	1137	https://leetcode.com/problems/n-th-tribonacci-number/	"def tribonacci(self, n):"
1799	leetcode	python	Given a string s and an array of strings words, return the number of words[i] that is a subsequence of s.	792	https://leetcode.com/problems/number-of-matching-subsequences/	"def numMatchingSubseq(self, s, words):"
1800	leetcode	python	Given a string s and a character letter, return the percentage of characters in s that equal letter rounded down to the nearest whole percent.	2278	https://leetcode.com/problems/percentage-of-letter-in-string/	"def percentageLetter(self, s, letter):"
